file,cost,domain,explainations,heuristic,llm,maxNodes,maxPlanLength,nodeResultDirectory,nodesExpanded,nodesVisited,plan,planFound,promptVersion,saveNodeResults,search,useCache,utility
2026-03-24_00-44-33-498_fantasy_any_random_.json,plan-length,fantasy_any,"[""This is a random selection"", ""This is a random selection""]",rp,random,5000,4,output/fantasy_any/2026-03-24_00-44-33-498/random/,106,9,"[""travel(Talia, Village, Cave)"", ""pickup(Talia, Treasure, Cave)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-33-512_space_any_random_.json,plan-length,space_any,"[""This is a random selection"", ""This is a random selection""]",rp,random,5000,4,output/space_any/2026-03-24_00-44-33-512/random/,11,3,"[""begin_erupt(Surface)"", ""erupt(Surface)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-33-535_bribery_random_.json,plan-length,bribery,"[""This is a random selection"", ""This is a random selection""]",rp,random,5000,4,output/bribery/2026-03-24_00-44-33-535/random/,20,2,"[""steal(Villain, Money, Bank)"", ""bribe(Villain, President, Money)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-34-230_space_two_random_.json,plan-length,space_two,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,5,output/space_two/2026-03-24_00-44-34-230/random/,16,5,"[""begin_erupt(Surface)"", ""erupt(Surface)"", ""walk(Lizard, Cave, Surface)""]",True,v1.8,True,best-first,True,2
2026-03-24_00-44-34-336_gramma_any_random_.json,plan-length,gramma_any,"[""This is a random selection""]",rp,random,5000,5,output/gramma_any/2026-03-24_00-44-34-336/random/,13,1,"[""attack(Tom, Tom, Cottage)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-34-499_space_three_random_.json,plan-length,space_three,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,5,output/space_three/2026-03-24_00-44-34-499/random/,55,15,"[""begin_erupt(Surface)"", ""walk(Lizard, Cave, Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""make_peace(Lizard, Zoe, Surface)""]",True,v1.8,True,best-first,True,3
2026-03-24_00-44-35-034_treasure_random_.json,plan-length,treasure,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,6,output/treasure/2026-03-24_00-44-35-034/random/,63,31,"[""rumor()"", ""sail()"", ""rumor()"", ""rumor()"", ""dig()"", ""take(Silver, Treasure)""]",False,v1.8,True,best-first,True,1
2026-03-24_00-44-35-300_jailbreak_lose_random_.json,plan-length,jailbreak_lose,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,6,output/jailbreak_lose/2026-03-24_00-44-35-300/random/,718,68,"[""chores(Roy, Kitchen)"", ""steal(Roy, Knife, Kitchen)"", ""go(Roy, Hall)"", ""thwart(Roy, Hall)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-35-345_hospital_any_random_.json,plan-length,hospital_any,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,6,output/hospital_any/2026-03-24_00-44-35-345/random/,64,3,"[""walk(Jones, Admissions, PatientRoomA)"", ""admit(Hathaway, Jones, PatientRoomA)"", ""treat(Hathaway, Jones, TreatmentA, PatientRoomA)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-35-580_fantasy_two_random_.json,plan-length,fantasy_two,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,7,output/fantasy_two/2026-03-24_00-44-35-580/random/,54134,5000,"[""travel(Talia, Village, Cave)"", ""pickup(Talia, Treasure, Cave)"", ""get_hungry(Gargax)"", ""travel(Rory, Village, Cave)"", ""get_hungry(Talia)""]",False,v1.8,True,best-first,True,2
2026-03-24_00-44-36-452_lovers_random_.json,plan-length,lovers,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,7,output/lovers/2026-03-24_00-44-36-452/random/,1400,108,"[""move(C3, R22, R12)"", ""trade(C2, I3, C3, I1, R12)"", ""move(C1, R11, R12)"", ""give(C2, I1, C1, R12)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-36-564_gramma_win_random_.json,plan-length,gramma_win,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,7,output/gramma_win/2026-03-24_00-44-36-564/random/,522,48,"[""walk(Merchant, Market, Crossroads)"", ""walk(Merchant, Crossroads, Cottage)"", ""buy(Tom, Medicine, TomCoin, Cottage)""]",True,v1.8,True,best-first,True,2
2026-03-24_00-44-36-955_space_four_random_.json,plan-length,space_four,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,7,output/space_four/2026-03-24_00-44-36-955/random/,259,59,"[""begin_erupt(Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Zoe, Surface, Cave)"", ""erupt(Surface)"", ""make_peace(Zoe, Lizard, Cave)""]",True,v1.8,True,best-first,True,4
2026-03-24_00-44-37-350_space_any_llama-8b_.json,plan-length,space_any,"[""The lizard believes that the surface is safe, and an eruption would be a danger that the lizard would want to respond to, which aligns with the lizard's goal of being healthy and safe."", ""The eruption of the surface poses a danger to Zoe and the Lizard, and both characters believe the surface is safe, so this action resolves uncertainty blocking their goals.""]",rp,llama-8b,5000,4,output/space_any/2026-03-24_00-44-37-350/llama-8b/,7,3,"[""begin_erupt(Surface)"", ""erupt(Surface)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-38-123_deerhunter_any_random_.json,plan-length,deerhunter_any,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,8,output/deerhunter_any/2026-03-24_00-44-38-123/random/,73,8,"[""pickup(Bubba, Rifle, House)"", ""pickup(Bubba, Ammo, House)"", ""go(Bubba, House, Bank)"", ""load(Bubba, Rifle, Ammo)"", ""steal(Bubba, Clerk, Rifle, Bank)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-38-822_space_all_random_.json,plan-length,space_all,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,8,output/space_all/2026-03-24_00-44-38-822/random/,1635,380,"[""walk(Lizard, Cave, Surface)"", ""begin_erupt(Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""make_peace(Lizard, Zoe, Surface)"", ""teleport_to_ship(Zoe, Surface, Ship)"", ""erupt(Surface)""]",True,v1.8,True,best-first,True,5
2026-03-24_00-44-38-925_jailbreak_escape_random_.json,plan-length,jailbreak_escape,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,8,output/jailbreak_escape/2026-03-24_00-44-38-925/random/,50910,5000,"[""chores(Roy, Kitchen)"", ""next_day()"", ""chores(Ernest, Kitchen)"", ""go(Ernest, Hall)"", ""vent(Ernest, Gym)""]",False,v1.8,True,best-first,True,3
2026-03-24_00-44-39-575_aladdin_any_random_.json,plan-length,aladdin_any,"[""This is a random selection"", ""This is a random selection""]",rp,random,5000,9,output/aladdin_any/2026-03-24_00-44-39-575/random/,47,2,"[""summon(Dragon, Genie, Lamp, Mountain)"", ""slay(Dragon, Genie, Mountain)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-40-436_basketball_both_random_.json,plan-length,basketball_both,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,9,output/basketball_both/2026-03-24_00-44-40-436/random/,78898,5000,"[""travel(Sherlock, Downtown, HomeB)"", ""travel(Bob, HomeB, BasketballCourt)"", ""travel(Charlie, Downtown, BasketballCourt)"", ""find_clues(Sherlock, Theft, Bat, HomeB)"", ""find_clues(Sherlock, Theft, Bat, HomeB)"", ""play_basketball(Bob, Charlie, BasketballCourt)""]",False,v1.8,True,best-first,True,2
2026-03-24_00-44-40-560_raiders_random_.json,plan-length,raiders,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,9,output/raiders/2026-03-24_00-44-40-560/random/,17,5,"[""dig(Nazis, Ark, Tanis)"", ""open(Nazis, Ark, Tanis)"", ""travel(USArmy, USA, Tanis)"", ""take(USArmy, Ark, Nazis, Tanis)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-41-178_jailbreak_revenge_random_.json,plan-length,jailbreak_revenge,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,9,output/jailbreak_revenge/2026-03-24_00-44-41-178/random/,50910,5000,"[""chores(Roy, Kitchen)"", ""next_day()"", ""chores(Ernest, Kitchen)"", ""go(Ernest, Hall)"", ""vent(Ernest, Gym)""]",False,v1.8,True,best-first,True,6
2026-03-24_00-44-42-057_fantasy_any_llama-8b_.json,plan-length,fantasy_any,"[""Talia travels from the village to the cave because Talia believes the treasure is at the cave and can help them achieve their goal of being wealthy."", ""Talia picks up the treasure because Talia believes the treasure is at the cave and they want to be wealthy and happy.""]",rp,llama-8b,5000,4,output/fantasy_any/2026-03-24_00-44-42-057/llama-8b/,23,3,"[""travel(Talia, Village, Cave)"", ""pickup(Talia, Treasure, Cave)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-52-256_space_three_llama-8b_.json,plan-length,space_three,"[""The lizard believes that the surface is safe, and an eruption would be a danger that the lizard would want to respond to, which aligns with the lizard's goal of being healthy and safe."", ""Zoe believes teleporting to the surface will allow her to assess the situation and potentially help the Lizard, which aligns with her goal of being healthy and safe and making friends with other creatures."", ""The lizard believes that walking from the cave to the surface will allow them to protect the surface, which is one of their goals."", ""The lizard believes that making peace with Zoe will help her achieve her goal of being friends with other creatures, and she believes Zoe is a potential friend.""]",rp,llama-8b,5000,5,output/space_three/2026-03-24_00-44-52-256/llama-8b/,23,11,"[""begin_erupt(Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Lizard, Cave, Surface)"", ""make_peace(Lizard, Zoe, Surface)""]",True,v1.8,True,best-first,True,3
2026-03-24_00-45-03-987_secretagent_random_.json,plan-length,secretagent,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,10,output/secretagent/2026-03-24_00-45-03-987/random/,15,4,"[""find(Mastermind, Gun, Office)"", ""pickup(Mastermind, Gun, Office)"", ""kill(Mastermind, Mastermind, Gun, Office)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-45-04-653_western_random_.json,plan-length,western,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,10,output/western/2026-03-24_00-45-04-653/random/,115,7,"[""tie_up(Timmy, Hank, Ranch)"", ""force_travel(Timmy, Hank, Jailhouse)"", ""snakebite(Timmy, Ranch)"", ""die(Timmy, Snakebite, Ranch)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-45-05-059_gramma_any_llama-8b_.json,plan-length,gramma_any,"[""The hero believes that being at the crossroads will allow him to see the merchant and the bandit, which will help him achieve his goal of being at the cottage carrying the medicine."", ""The bandit believes she is at the camp and wants to be at the crossroads, so walking to the crossroads makes sense."", ""The bandit believes the hero is at the crossroads and wants to be carrying the hero's coin, so attacking the hero makes sense.""]",rp,llama-8b,5000,5,output/gramma_any/2026-03-24_00-45-05-059/llama-8b/,20,4,"[""walk(Tom, Cottage, Crossroads)"", ""walk(Bandit, Camp, Crossroads)"", ""attack(Bandit, Tom, Crossroads)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-45-06-156_fantasy_all_random_.json,plan-length,fantasy_all,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,11,output/fantasy_all/2026-03-24_00-45-06-156/random/,54079,5000,"[""propose(Talia, Rory, Village)"", ""get_hungry(Rory)"", ""accept(Rory, Talia, Village)"", ""propose(Vince, Talia, Village)""]",False,v1.8,True,best-first,True,3
2026-03-24_00-45-06-366_deerhunter_both_random_.json,plan-length,deerhunter_both,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,12,output/deerhunter_both/2026-03-24_00-45-06-366/random/,43862,5000,"[""decide_to_get_money(Clerk)"", ""pickup(Bubba, Ammo, House)"", ""go(Bambi, Forest, Bank)"", ""pickup(Bubba, Rifle, House)""]",False,v1.8,True,best-first,True,2
2026-03-24_00-45-16-980_space_two_llama-8b_.json,plan-length,space_two,"[""The Lizard believes that the surface being safe is a good thing, and Zoe's safety is important to her, so the surface erupting would be a threat to Zoe's safety."", ""The eruption of the surface poses a danger to Zoe and the Lizard, and both characters believe the surface is safe, so this action resolves uncertainty blocking their goals."", ""The Lizard believes that the surface is safe, and walking to the surface would allow them to check on the situation and potentially help Zoe, which aligns with their goal of being healthy and safe and making friends with other creatures.""]",rp,llama-8b,5000,5,output/space_two/2026-03-24_00-45-16-980/llama-8b/,14,5,"[""begin_erupt(Surface)"", ""erupt(Surface)"", ""walk(Lizard, Cave, Surface)""]",True,v1.8,True,best-first,True,2
2026-03-24_00-45-24-589_basketball_any_llama-8b_.json,plan-length,basketball_any,"[""Charlie believes Charlie is downtown and wants Alice to be dead, so traveling from downtown to Bob's house might make sense if Charlie wants to harm Alice, who is angry."", ""Bob believes that traveling to the basketball court will allow him to play basketball and let off steam, which will help him achieve his goal of everyone being happy."", ""Charlie believes they are at Bob's house and wants to be near the bat, so traveling to the basketball court makes sense."", ""Bob believes playing basketball can help him feel better, and Bob is at the basketball court, so playing basketball with Charlie could help Bob achieve his goal.""]",rp,llama-8b,5000,5,output/basketball_any/2026-03-24_00-45-24-589/llama-8b/,128,22,"[""travel(Charlie, Downtown, HomeB)"", ""travel(Bob, HomeB, BasketballCourt)"", ""travel(Charlie, HomeB, BasketballCourt)"", ""play_basketball(Bob, Charlie, BasketballCourt)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-45-27-485_hospital_both_random_.json,plan-length,hospital_both,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,13,output/hospital_both/2026-03-24_00-45-27-485/random/,22042,1290,"[""walk(Ross, Admissions, PatientRoomA)"", ""admit(Hathaway, Ross, PatientRoomA)"", ""treat(Hathaway, Ross, TreatmentA, PatientRoomA)"", ""admit(Hathaway, Ross, PatientRoomA)"", ""treat(Hathaway, Ross, TreatmentA, PatientRoomA)""]",True,v1.8,True,best-first,True,2
2026-03-24_00-46-25-455_treasure_llama-8b_.json,plan-length,treasure,"[""Silver believes the treasure is buried on the island and sailing from Port Royal to the island will help him achieve his goal of getting the treasure."", ""Hawkins spreads a rumor that the treasure is buried on the island because he wants Silver to believe this, and it will help him achieve his goal of getting the treasure."", ""Hawkins can dig up the treasure because he believes it is buried and wants to achieve his goal of getting the treasure."", ""Silver takes the treasure because he believes the treasure is at the island and he wants it.""]",rp,llama-8b,5000,6,output/treasure/2026-03-24_00-46-25-455/llama-8b/,14,8,"[""sail()"", ""rumor()"", ""dig()"", ""take(Silver, Treasure)""]",False,v1.8,True,best-first,True,1
