file,cost,domain,explainations,heuristic,llm,maxNodes,maxPlanLength,nodeResultDirectory,nodesExpanded,nodesVisited,plan,planFound,promptVersion,saveNodeResults,search,useCache,utility
2026-03-07_22-12-47-238_fantasy_any_llama-8b_.json,plan-length,fantasy_any,"[""Gargax believes that Gargax is at the cave and the treasure is at the cave, so it makes sense for Gargax to pick up the treasure."", ""Rory believes Talia is at the village and wants to be happy, wealthy, and not hungry, so proposing to Talia could potentially make her happy and wealthy."", ""Talia believes she is at the village and wants to be wealthy, so traveling to the cave where the treasure is located makes sense."", ""Vince believes he is at the village and wants to be happy and not hungry, so traveling to the cave might help him achieve his goals.""]",rp,llama-8b,5000,4,output/fantasy_any/2026-03-07_22-12-47-238/llama-8b/,61,21,"[""pickup(Gargax, Treasure, Cave)"", ""propose(Rory, Talia, Village)"", ""travel(Talia, Village, Cave)"", ""travel(Vince, Village, Cave)""]",False,v1.5,True,best-first,True,1
2026-03-07_22-13-35-774_space_any_llama-8b_.json,plan-length,space_any,"[""Zoe believes she is at the ship and wants to be healthy and safe, so teleporting to the surface could help her achieve these goals."", ""Zoe believes she is at the surface and wants to be safe, so teleporting to the ship would be a way to achieve that."", ""The lizard believes that Zoe is at the surface, and walking to the surface would allow them to confront Zoe and potentially resolve their enemy status."", ""The surface beginning to erupt would pose a danger to the lizard, which would be perceived as a threat to its safety and health.""]",rp,llama-8b,5000,4,output/space_any/2026-03-07_22-13-35-774/llama-8b/,5,4,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""teleport_to_ship(Zoe, Surface, Ship)"", ""walk(Lizard, Cave, Surface)"", ""begin_erupt(Surface)""]",False,v1.5,True,best-first,True,1
2026-03-07_22-13-37-263_gramma_any_chatgpt-5-mini_.json,plan-length,gramma_any,"[""The bandit believes the hero is at the crossroads carrying a coin and that the hero is unarmed; walking to the crossroads could let her intercept and rob the hero, which would advance her goal of gaining coins."", ""The hero wants to obtain the medicine (which he believes the merchant has at the market); walking from the cottage to the crossroads is a sensible first move toward the market."", ""The bandit is armed and believes the hero at the crossroads is unarmed; attacking could secure the hero's coin (by killing or overpowering him) if robbery is not chosen.""]",rp,chatgpt-5-mini,5000,5,output/gramma_any/2026-03-07_22-13-37-263/chatgpt-5-mini/,54,13,"[""walk(Bandit, Camp, Crossroads)"", ""walk(Tom, Cottage, Crossroads)"", ""attack(Bandit, Tom, Crossroads)""]",True,v1.5,True,best-first,True,1
2026-03-07_22-13-40-162_basketball_any_llama-8b_.json,plan-length,basketball_any,"[""Bob believes that Alice is downtown and wants everyone to be happy, so traveling from Bob's house to downtown makes sense."", ""The detective believes that searching downtown for clues will help them achieve their goal of searching for clues and arresting citizens for crimes."", ""The detective wants to search for clues and arrest citizens for crimes."", ""The detective wants to search for clues and arrest citizens for crimes, and searching downtown for clues is a reasonable next step."", ""The detective believes that searching downtown for clues will help them achieve their goal of searching for clues and arresting citizens for crimes.""]",rp,llama-8b,5000,5,output/basketball_any/2026-03-07_22-13-40-162/llama-8b/,6,5,"[""travel(Bob, HomeB, Downtown)"", ""find_clues(Sherlock, Theft, Basketball, Downtown)"", ""find_clues(Sherlock, Theft, Basketball, Downtown)"", ""find_clues(Sherlock, Theft, Basketball, Downtown)"", ""find_clues(Sherlock, Theft, Basketball, Downtown)""]",False,v1.5,True,best-first,True,1
2026-03-07_22-13-44-672_space_three_chatgpt-5-mini_.json,plan-length,space_three,"[""The lizard (the guardian) believes the surface is safe and wants safety and friendship; walking to the surface lets it be at the place it guards and potentially meet Zoe."", ""Zoe believes the surface is safe and, wanting to be safe and meet other creatures, can teleport from the ship to the surface to visit the planet."", ""Zoe wants to make friends and be safe; they are not fighting, so making peace advances her friendship and safety goals.""]",rp,chatgpt-5-mini,5000,5,output/space_three/2026-03-07_22-13-44-672/chatgpt-5-mini/,6,3,"[""walk(Lizard, Cave, Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""make_peace(Zoe, Lizard, Surface)""]",True,v1.5,True,best-first,True,3
2026-03-07_22-13-45-932_gramma_any_llama-8b_.json,plan-length,gramma_any,"[""The merchant believes the bandit is at the camp and wants to get as many coins as possible without becoming a criminal, so reporting the bandit's location to the guard could help the merchant achieve her goal."", ""The bandit believes that the bandit's coin is in the chest and wants to carry as many coins as possible."", ""The hero believes that the hero is at the cottage and wants to be at the cottage carrying the medicine, which is currently at the market."", ""The bandit believes they are at the camp and wants to be at the crossroads, which is on the path from the camp."", ""The bandit believes the hero is at the crossroads and wants to be carrying the hero's coin, so attacking the hero makes sense.""]",rp,llama-8b,5000,5,output/gramma_any/2026-03-07_22-13-45-932/llama-8b/,18,8,"[""report(Merchant, Camp, Market)"", ""take(Bandit, BanditCoin, Chest, Camp)"", ""walk(Tom, Cottage, Crossroads)"", ""walk(Bandit, Camp, Crossroads)"", ""attack(Bandit, Tom, Crossroads)""]",True,v1.5,True,best-first,True,1
2026-03-07_22-14-01-719_space_three_llama-8b_.json,plan-length,space_three,"[""Zoe believes she is at the ship and wants to be healthy and safe, so teleporting to the surface makes sense."", ""Zoe believes she is at the surface and wants to be safe, so teleporting to the ship would be a way to achieve that."", ""The lizard believes that Zoe is at the surface, and walking to the surface would allow them to confront Zoe and potentially resolve their enemy status."", ""The surface beginning to erupt would pose a danger to the lizard, which would be perceived as a threat to its safety and health."", ""The lizard believes they are at the surface and wants to be safe, so walking to the cave would be a reasonable action to take.""]",rp,llama-8b,5000,5,output/space_three/2026-03-07_22-14-01-719/llama-8b/,6,5,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""teleport_to_ship(Zoe, Surface, Ship)"", ""walk(Lizard, Cave, Surface)"", ""begin_erupt(Surface)"", ""walk(Lizard, Surface, Cave)""]",False,v1.5,True,best-first,True,3
2026-03-07_22-14-06-954_space_two_llama-8b_.json,plan-length,space_two,"[""Zoe believes she is at the ship and wants to be healthy and safe, so teleporting to the surface could help her achieve these goals."", ""Zoe believes she is at the surface and wants to be safe, so teleporting to the ship would be a way to achieve that."", ""The lizard believes that Zoe is at the surface, and walking to the surface would allow them to confront Zoe and potentially resolve their enemy status."", ""The surface beginning to erupt would pose a danger to the lizard, which would be perceived as a threat to its safety and health."", ""The lizard believes they are at the surface and wants to be safe, so walking to the cave would be a reasonable action to take.""]",rp,llama-8b,5000,5,output/space_two/2026-03-07_22-14-06-954/llama-8b/,6,5,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""teleport_to_ship(Zoe, Surface, Ship)"", ""walk(Lizard, Cave, Surface)"", ""begin_erupt(Surface)"", ""walk(Lizard, Surface, Cave)""]",False,v1.5,True,best-first,True,2
2026-03-07_22-14-12-077_hospital_any_llama-8b_.json,plan-length,hospital_any,"[""Dr. Hathaway believes that admitting Jones to an exam room will help Jones become healthy, which aligns with Dr. Hathaway's goal of having all hospital patients be healthy."", ""Dr. Hathaway believes that Jones is experiencing Fever and wants to treat Jones, so admitting Jones to Patient Room B would allow Dr. Hathaway to assess and treat Jones."", ""Young believes they are at Admissions and wants to be alive and healthy, so walking to Patient Room A could help them achieve their goal."", ""Young believes they are at Patient Room A and wants to be alive and healthy, so walking to Admissions could help them achieve their goal by potentially getting treated by Dr. Hathaway."", ""Young believes that Young is at Admissions and wants to be alive and healthy, so walking from Admissions to Patient Room A makes sense."", ""Young believes they are at Patient Room A and wants to be alive and healthy, so walking to Admissions to potentially get treated for Jarkis makes sense.""]",rp,llama-8b,5000,6,output/hospital_any/2026-03-07_22-14-12-077/llama-8b/,7,6,"[""admit(Hathaway, Jones, PatientRoomA)"", ""admit(Hathaway, Ross, PatientRoomB)"", ""walk(Young, Admissions, PatientRoomA)"", ""walk(Young, PatientRoomA, Admissions)"", ""walk(Young, Admissions, PatientRoomA)"", ""walk(Young, PatientRoomA, Admissions)""]",False,v1.5,True,best-first,True,1
2026-03-07_22-14-19-312_jailbreak_lose_llama-8b_.json,plan-length,jailbreak_lose,"[""Ernest wants to be alive and not threatened, and moving to the hall might provide more information or opportunities."", ""The bully believes that the bully is in the cells and wants to spend time in the gym, so going to the gym makes sense."", ""Ernest is already in the hall, and moving to the hall doesn't change his location"", ""Roy believes that the bully is in the gym and wants to have a pack of cigarettes, so stealing the cigarettes makes sense."", ""Ernest and Roy are trying to survive and achieve their goals, and going to sleep in their cells and waking up the next day is a necessary step to continue their story."", ""Ernest needs to do his chores to avoid punishment and maintain a normal routine.""]",rp,llama-8b,5000,6,output/jailbreak_lose/2026-03-07_22-14-19-312/llama-8b/,284,117,"[""go(Ernest, Hall)"", ""recreation(Bully, Gym)"", ""go(Ernest, Hall)"", ""steal(Roy, Cigarettes, Cells)"", ""next_day()"", ""chores(Ernest, Laundry)""]",False,v1.5,True,best-first,True,1
2026-03-07_22-14-35-145_space_two_chatgpt-5-mini_.json,plan-length,space_two,"[""The lizard believes the surface is safe and its goals include safety and making friends, so walking to the surface is a plausible way to pursue those goals."", ""Zoe believes the surface is safe and that the Lizard is in the cave, so teleporting to the surface is perceived as safe and could help her meet other creatures and make friends."", ""Zoe wants to make friends and they are not fighting, so making peace is possible and directly advances her friendship goal.""]",rp,chatgpt-5-mini,5000,5,output/space_two/2026-03-07_22-14-35-145/chatgpt-5-mini/,6,3,"[""walk(Lizard, Cave, Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""make_peace(Zoe, Lizard, Surface)""]",True,v1.5,True,best-first,True,2
2026-03-07_22-14-40-690_hospital_any_chatgpt-5-mini_.json,plan-length,hospital_any,"[""Jones wants to be healthy and believes Dr. Hathaway is at Patient Room A, so going there is a rational attempt to get the doctor's attention."", ""Young believes Dr. Hathaway is at Patient Room A and will go there to be seen and treated."", ""Dr. Hathaway is at Patient Room A and believes Jones is there; admitting Jones to Room A enables immediate assessment/treatment toward making Jones healthy."", ""Dr. Hathaway is at Patient Room A and Jones is assigned there; she doesn't know Jones's symptoms, so assessing Jones will reveal the Fever and allow appropriate treatment."", ""Dr. Hathaway believes Jones is showing Fever (Flaze) and antibiotics are the correct treatment; treating Jones advances the doctor's goal of making patients healthy.""]",rp,chatgpt-5-mini,5000,6,output/hospital_any/2026-03-07_22-14-40-690/chatgpt-5-mini/,58,14,"[""walk(Jones, Admissions, PatientRoomA)"", ""walk(Young, Admissions, PatientRoomA)"", ""admit(Hathaway, Jones, PatientRoomA)"", ""assess(Hathaway, Jones, SymptomA, PatientRoomA)"", ""treat(Hathaway, Jones, TreatmentA, PatientRoomA)""]",True,v1.5,True,best-first,True,1
2026-03-07_22-17-24-016_treasure_llama-8b_.json,plan-length,treasure,"[""Hawkins believes the treasure is buried on the island and spreading a rumor will make Silver believe it too, making it easier for Hawkins to achieve his goal."", ""Silver believes the treasure is buried on the island and wants it, so sailing to the island makes sense from their perspective."", ""Hawkins believes the treasure is buried and digging it up will allow him to take it."", ""Hawkins believes taking the treasure will achieve his goal of possessing it.""]",rp,llama-8b,5000,6,output/treasure/2026-03-07_22-17-24-016/llama-8b/,5,4,"[""rumor()"", ""sail()"", ""dig()"", ""take(Hawkins, Treasure)""]",False,v1.5,True,best-first,True,1
2026-03-07_22-20-16-031_treasure_chatgpt-5-mini_.json,plan-length,treasure,"[""Both Hawkins and Silver want the treasure and are at Port Royal; Silver does not know where it is. Sailing to the island is a feasible step that would resolve whether the treasure is there and advance their goals."", ""Hawkins knows the treasure is buried on the island and is already there, so digging directly advances his goal of recovering it; spreading a rumor would only alert Silver and create competition."", ""Silver is at the island and believes the treasure is at the island; taking it directly advances his goal of obtaining the treasure.""]",rp,chatgpt-5-mini,5000,6,output/treasure/2026-03-07_22-20-16-031/chatgpt-5-mini/,5,3,"[""sail()"", ""dig()"", ""take(Silver, Treasure)""]",False,v1.5,True,best-first,True,1
